1
343.7388,342.7273,57.5224,100.5454
343.0280,341.0164,55.9441,98.9671
339.2108,340.6993,57.5784,100.6014
336.4593,341.9478,58.0814,101.1044
334.1606,343.6491,57.6789,100.7019
330.3904,344.8789,57.2191,100.2421
326.6341,339.6226,56.7318,99.7548
323.2965,340.2850,55.4070,98.4300
318.3531,341.3416,54.2937,97.3167
317.1906,345.1791,52.6188,95.6418
310.7315,341.7200,52.5370,95.5600
302.9004,340.8889,53.1993,96.2223
302.0450,341.5334,52.9101,95.9331
296.5871,343.5756,52.8257,95.8487
293.6953,343.1838,53.6093,96.6323
293.8771,342.3656,53.2457,96.2687
292.2614,344.2499,53.4772,96.5002
286.5076,344.4962,55.9847,99.0077
285.6895,343.1781,55.6209,98.6439
280.9961,341.4846,56.0079,99.0309
279.6341,342.6226,56.7318,99.7548
273.7770,343.2655,56.4460,99.4690
274.0657,340.5542,55.8686,98.8916
266.7735,337.7620,58.4531,101.4761
266.6887,336.6772,58.6227,101.6457
265.2531,337.2415,59.4939,102.5169
264.2078,336.1963,58.5845,101.6075
253.5032,337.4917,54.9937,98.0167
238.5904,334.0789,55.8192,98.8422
231.6049,335.0934,55.7901,98.8131
232.9989,332.9875,56.0021,99.0251
232.2115,333.2000,55.5770,98.6000
225.3201,330.3086,58.3597,101.3827
225.9855,330.9741,58.0289,101.0519
224.0159,334.5044,58.9683,101.9913
223.9077,334.3962,59.1846,102.2076
226.2933,336.2818,59.4134,102.4364
216.5923,333.0808,60.8153,103.8383
215.4548,330.4433,60.0905,103.1135
209.6992,335.6877,64.6016,107.6246
207.6993,331.6878,62.6013,105.6243
201.0764,330.5649,63.8472,106.8702
199.2466,325.2351,65.5068,108.5298
198.1140,326.6025,65.7720,108.7950
195.5825,323.0710,63.8349,106.8579
191.3264,317.8148,64.3473,107.3703
184.4468,318.4353,64.1064,107.1294
174.9544,318.9429,62.0911,105.1141
172.2645,312.2530,64.4710,107.4939
173.1175,309.6060,61.7651,104.7881
171.4733,310.4618,60.0534,103.0764
164.9707,307.9592,65.0585,108.0815
159.9609,308.9494,66.0782,109.1012
159.4538,305.4423,66.0923,109.1153
155.9468,306.9353,69.1064,112.1294
153.5715,306.0600,68.8570,111.8800
152.8215,305.3100,67.3570,110.3800
148.5817,307.0702,67.8365,110.8595
151.9491,302.9376,67.1018,110.1248
147.8316,302.3201,68.3367,111.3597
145.4534,298.4420,69.0931,112.1161
141.7034,296.6919,69.5932,112.6162
141.5760,292.0645,68.8481,111.8711
136.4112,288.8997,69.1775,112.2005
138.5965,287.5850,67.8070,110.8300
138.1238,284.1123,67.7524,110.7754
140.8755,280.8640,67.2491,110.2721
145.2310,275.2195,67.5379,110.5609
141.7304,274.7189,68.5391,111.5621
137.4532,272.4417,71.0936,114.1166
132.8392,270.3277,69.3216,112.3446
130.5810,266.0695,71.8379,114.8609
128.0725,265.5610,72.8549,115.8779
124.0102,258.9987,67.9796,111.0026
126.0819,254.5704,66.8362,109.8592
125.8382,246.3267,65.3237,108.3467
128.6378,241.6263,63.7245,106.7475
126.0331,244.0216,64.9339,107.9569
127.7039,241.6924,65.5922,108.6152
127.3227,242.8112,65.3546,108.3776
126.9468,237.9353,64.1064,107.1294
128.8333,232.3218,60.3333,103.3563
131.5840,226.0725,57.8320,100.8550
123.4492,229.4377,64.1015,107.1245
128.7263,217.7148,59.5475,102.5705
120.6115,217.6000,62.7769,105.7999
123.5131,211.5016,59.9739,102.9969
117.2412,211.2297,63.5176,106.5406
119.1692,208.1577,62.6616,105.6846
115.5843,205.5728,61.8315,104.8545
116.7330,203.2215,59.5341,102.5571
118.8412,198.8297,60.3175,103.3405
113.7324,202.7209,65.5353,108.5583
116.5763,196.0648,64.8474,107.8704
116.6022,197.0907,63.7957,106.8187
115.2338,193.2223,63.5324,106.5554
113.0766,189.5651,61.8468,104.8698
111.1157,186.6042,63.7687,106.7917
106.9541,181.9426,64.0918,107.1148
103.8354,171.8239,62.3292,105.3522
98.9491,176.9376,66.1017,109.1247
93.4609,176.4494,66.0782,109.1012
84.6710,172.1595,63.6581,106.6811
77.6416,166.6301,62.7168,105.7398
68.4468,152.4353,58.1063,101.1293
62.3230,144.8115,53.3539,96.3769
492.0488,233.5373,45.9024,88.9254
486.6748,230.1633,49.6503,92.6733
480.8882,229.3767,36.2236,79.2466
459.6489,220.6374,46.7022,89.7252
451.2414,219.2299,60.5173,103.5403
449.8695,199.3580,49.2610,92.2840
446.1460,190.1345,49.7080,92.7310
453.5475,174.5360,38.9050,81.9280
439.6926,172.6811,40.6149,83.6379
429.2412,164.7297,42.5176,85.5406
175.1430,384.1200,25.7140,111.7600
175.1430,376.1200,25.7140,111.7600
413.2510,127.2395,47.4980,90.5210
398.6592,125.1477,47.6816,90.7046
402.2920,123.2805,40.4160,83.4390
412.8247,92.3132,32.3506,75.3736
393.4780,95.4665,53.0441,96.0671
393.1472,96.6357,55.7056,98.7286
397.7158,89.7043,52.5685,95.5915
389.9507,85.4392,61.0986,104.1216
413.0715,79.5600,39.8570,82.8800
414.9511,77.9397,43.0977,86.1207
411.9570,83.9455,50.0860,93.1090
440.2499,74.2384,36.5002,79.5232
445.7275,53.7160,37.5451,80.5681
454.2724,64.7609,57.4552,100.4782
459.0340,71.0225,52.9319,95.9549
457.7441,68.7326,52.5118,95.5348
473.6184,62.6069,52.7631,95.7861
477.6502,61.1387,51.6996,94.7226
488.9174,64.4059,53.1652,96.1882
507.1067,62.5952,28.7865,71.8095
93.1430,463.1200,25.7140,111.7600
98.1430,478.1200,25.7140,111.7600
66.1430,64.1200,25.7140,111.7600
108.2174,41.2059,37.5653,80.5883
114.9257,42.4142,45.1486,88.1716
119.8862,44.3747,57.2276,100.2506
131.2980,41.2865,63.4040,106.4270
142.1789,43.6674,61.6422,104.6652
156.1389,57.1274,51.7222,94.7451
174.5318,63.5203,56.9365,99.9595
190.4548,50.4433,60.0905,103.1135
198.4785,48.9669,70.0431,113.0661
201.7098,45.6983,70.5805,113.6035
205.4511,44.9396,71.0979,114.1209
218.7979,46.7864,68.4043,111.4273
221.3979,51.3864,69.2041,112.2271
239.0784,58.0669,66.8431,109.8661
248.0479,57.5364,65.9042,108.9271
245.5903,64.5788,72.8195,115.8425
252.8691,66.3576,73.2619,116.2849
254.8857,68.8741,72.2287,115.2517
261.6730,65.6615,70.6541,113.6771
261.9757,67.4643,71.0485,114.0715
265.5191,70.5076,74.9618,117.9847
269.8944,67.8829,70.2112,113.2342
271.0840,70.0725,72.8320,115.8550
273.3068,69.7953,72.3864,115.4094
278.4467,70.9353,73.1065,116.1295
281.7196,68.7081,67.5607,110.5837
294.0166,67.0051,62.9669,105.9899
295.6132,69.6017,63.7736,106.7966
303.8966,70.8851,65.2068,108.2298
303.0361,74.0246,65.9277,108.9507
309.9351,73.4236,66.1299,109.1529
312.7596,74.2481,69.4808,112.5038
