1
607.1825,146.4325,116.6350,98.1350
613.6533,141.9033,116.6935,98.1935
623.6486,134.8986,123.7028,105.2028
621.3214,143.5713,110.3573,91.8573
602.7260,145.4760,119.5481,101.0481
609.4904,149.7404,113.0192,94.5192
607.4670,142.2170,111.0660,92.5660
621.0673,147.3173,100.8654,82.3654
617.9923,152.7423,108.0154,89.5154
609.1326,140.8826,118.7348,100.2348
597.3394,146.5894,123.3211,104.8211
620.7414,138.4914,125.5172,107.0172
613.7926,150.5426,114.4148,95.9148
616.2689,155.5189,110.4622,91.9622
611.1596,146.4096,116.6808,98.1808
609.0867,147.3367,125.8267,107.3267
604.4271,153.1771,118.1458,99.6458
610.4897,151.7397,116.0206,97.5206
608.2111,158.9612,112.5777,94.0777
603.7231,142.9731,132.5538,114.0538
610.5506,143.3006,132.8988,114.3988
611.2932,145.5431,125.4137,106.9137
597.2500,145.0000,121.5000,103.0000
599.6415,154.8915,117.7170,99.2170
594.2176,152.9676,121.5648,103.0648
589.1488,159.8988,120.7024,102.2024
584.2181,157.9682,118.5637,100.0637
590.0374,153.2874,115.9252,97.4252
592.8209,168.0709,105.3583,86.8583
149.5000,583.0000,135.0000,98.0000
583.8667,175.1167,103.2666,84.7666
611.7600,173.0100,92.4800,73.9800
608.0212,176.7712,93.9575,75.4575
165.5000,554.0000,135.0000,98.0000
597.1473,179.8974,101.7053,83.2053
582.1612,187.4112,100.6776,82.1776
156.5000,627.0000,135.0000,98.0000
628.8759,179.6259,85.2482,66.7482
565.0176,186.2676,102.9648,84.4648
165.5000,525.0000,135.0000,98.0000
601.7273,172.9773,100.5454,82.0454
593.2704,161.0204,116.4592,97.9592
622.3938,171.6438,98.2124,79.7124
620.1006,165.8506,102.7987,84.2987
132.5000,641.0000,135.0000,98.0000
636.8625,178.1125,81.2750,62.7750
629.3312,168.5813,94.3375,75.8375
609.8183,168.5683,100.3633,81.8633
610.9765,151.7265,118.0470,99.5470
620.9745,147.2246,124.0509,105.5509
609.2000,146.4500,127.5999,109.0999
611.0287,150.2787,121.9426,103.4426
645.0240,162.7740,90.9521,72.4521
181.5000,467.0000,135.0000,98.0000
132.5000,641.0000,135.0000,98.0000
132.5000,641.0000,135.0000,98.0000
132.5000,641.0000,135.0000,98.0000
181.5000,437.0000,135.0000,98.0000
181.5000,467.0000,135.0000,98.0000
132.5000,641.0000,135.0000,98.0000
181.5000,467.0000,135.0000,98.0000
132.5000,641.0000,135.0000,98.0000
132.5000,641.0000,135.0000,98.0000
132.5000,641.0000,135.0000,98.0000
631.9432,149.6933,106.1135,87.6135
649.0050,163.2550,79.9900,61.4900
648.3998,165.1498,83.2003,64.7003
647.5289,168.7789,86.9422,68.4422
132.5000,641.0000,135.0000,98.0000
631.1788,169.4288,95.6425,77.1425
619.6642,153.4142,115.6716,97.1716
622.8652,145.1152,123.2696,104.7696
624.9328,153.6828,113.1344,94.6344
615.9799,156.2298,114.0403,95.5403
618.6790,162.9290,103.6421,85.1421
601.8712,158.1212,113.2575,94.7575
628.3573,174.6073,84.2854,65.7854
606.2212,164.9712,106.5576,88.0576
601.6832,165.4332,110.6335,92.1335
626.7047,172.4546,89.5907,71.0907
132.5000,641.0000,135.0000,98.0000
173.5000,539.0000,135.0000,98.0000
165.5000,554.0000,135.0000,98.0000
552.4971,198.2471,89.0058,70.5058
573.1920,177.9419,110.6161,92.1161
165.5000,525.0000,135.0000,98.0000
181.5000,525.0000,135.0000,98.0000
536.1445,209.8945,74.7111,56.2111
535.7586,202.0086,96.4827,77.9827
527.7600,205.5100,92.4800,73.9800
515.3558,202.1058,99.2884,80.7884
528.7813,207.0313,89.4374,70.9374
165.5000,525.0000,135.0000,98.0000
538.3625,209.1125,86.2750,67.7750
524.2333,202.9833,97.5333,79.0333
547.0797,195.8297,105.8406,87.3406
537.3558,203.1058,99.2884,80.7884
530.1055,205.8555,98.7890,80.2890
540.6332,214.3832,84.7337,66.2337
567.5018,196.2518,102.9965,84.4965
564.3796,206.6297,84.2407,65.7407
559.9515,195.2016,101.0969,82.5969
540.4899,209.2399,86.0203,67.5203
551.2763,193.5263,105.4473,86.9473
181.5000,525.0000,135.0000,98.0000
535.1506,212.9007,82.6987,64.1987
545.8959,207.6458,92.2083,73.7083
541.7303,210.4803,86.5394,68.0394
548.6042,206.8542,93.7916,75.2916
181.5000,525.0000,135.0000,98.0000
537.9016,217.1515,82.1969,63.6969
189.5000,525.0000,135.0000,98.0000
181.5000,525.0000,135.0000,98.0000
181.5000,525.0000,135.0000,98.0000
548.2500,204.0000,88.5000,70.0000
165.5000,525.0000,135.0000,98.0000
547.7656,195.0156,87.4687,68.9687
572.0107,167.2607,119.9786,101.4786
560.3440,185.0940,103.3120,84.8120
164.5000,525.0000,135.0000,98.0000
157.5000,525.0000,135.0000,98.0000
164.5000,525.0000,135.0000,98.0000
149.5000,540.0000,135.0000,98.0000
164.5000,554.0000,135.0000,98.0000
164.5000,554.0000,135.0000,98.0000
164.5000,554.0000,135.0000,98.0000
553.4718,190.7218,83.0564,64.5564
164.5000,525.0000,135.0000,98.0000
149.5000,540.0000,135.0000,98.0000
581.9247,194.1747,89.1506,70.6506
583.4555,189.7055,104.0889,85.5889
583.6920,179.9420,109.6159,91.1159
610.4800,194.7300,80.0399,61.5399
164.5000,612.0000,135.0000,98.0000
345.3239,169.0739,84.3523,65.8523
164.5000,641.0000,135.0000,98.0000
336.4530,165.7030,110.0940,91.5940
164.5000,641.0000,135.0000,98.0000
164.5000,641.0000,135.0000,98.0000
165.5000,379.0000,135.0000,98.0000
165.5000,365.0000,135.0000,98.0000
360.5029,208.7529,88.9942,70.4942
359.3758,208.6258,87.2484,68.7484
181.5000,365.0000,135.0000,98.0000
165.5000,641.0000,135.0000,98.0000
181.5000,584.0000,135.0000,98.0000
181.5000,598.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
189.5000,336.0000,135.0000,98.0000
181.5000,307.0000,135.0000,98.0000
276.3267,194.0767,129.3466,110.8466
181.5000,307.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
181.5000,583.0000,135.0000,98.0000
181.5000,584.0000,135.0000,98.0000
181.5000,583.0000,135.0000,98.0000
165.5000,612.0000,135.0000,98.0000
165.5000,641.0000,135.0000,98.0000
646.2189,199.9689,75.5623,57.0623
164.5000,641.0000,135.0000,98.0000
165.5000,641.0000,135.0000,98.0000
609.2947,193.5447,95.4106,76.9106
165.5000,612.0000,135.0000,98.0000
165.5000,612.0000,135.0000,98.0000
164.5000,612.0000,135.0000,98.0000
165.5000,612.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
189.5000,641.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
181.5000,641.0000,135.0000,98.0000
631.5975,206.3475,98.8050,80.3050
181.5000,641.0000,135.0000,98.0000
165.5000,641.0000,135.0000,98.0000
165.5000,641.0000,135.0000,98.0000
